م. رف,م. مجموعة,م. التصنيف,التصنيف,اسم الكتاب,الجزء,السلسلة,لقب المؤلف,اسم المؤلف,لقب المترجم,اسم المترجم,الناشر,سنة النشر,الطبعة,الرقم العام,الرقم الخاص,تصنيف الكتاب
21,1,5,أ,تفسير سفر المزامير (الجزء الأول من 1 الى 50),,مخطوطات دير المحرق,,راهب من دير المحرق,,,دير السيدة العذراء المحرق,1990,2,5201,223,تفاسير ممتنوعة للعهد القديم
21,1,6,أ,تفسير سفر المزامير (الجزء الثالث من 101 الى 151),,مخطوطات دير المحرق,,راهب من دير المحرق,,,دير السيدة العذراء المحرق,1990,1,5201,223,تفاسير ممتنوعة للعهد القديم
21,1,7,أ,تأملات روحية في المزمور الكبير 118,,,أسقف,الأنبا متاؤس,,,كنيسة السيدة العذراء والشهيدة دميانة المعلقة,1989,2,1323,223,تفاسير ممتنوعة للعهد القديم
21,1,8,أ,تأملات روحية في المزمور الكبير 118,,,أسقف,الأنبا متاؤس,,,كنيسة السيدة العذراء والشهيدة دميانة المعلقة,1989,2,13365,223,تفاسير ممتنوعة للعهد القديم
21,1,9,أ,تفسير المزامير من 9 - 25 (كتاب ناقص وغير معروف مؤلفه),,,,,,,,,,12054,221,تفاسير ممتنوعة للعهد القديم
21,1,10,أ,تفسيرنبوءات أشعياء,,,الدكتور,أنطون يعقوب ميخائيل,,,أسقفية الدراسات العليا اللاهوتية,1994,2,1234,224,تفاسير ممتنوعة للعهد القديم
21,1,11,أ,إشعياء,1,دراسات في الكتاب المقدس,الشماس الدكتور,إميل ماهر اسحق,,,,,1,13368,224,تفاسير ممتنوعة للعهد القديم
21,1,12,أ,إشعياء,2,دراسات في الكتاب المقدس,الشماس الدكتور,إميل ماهر اسحق,,,,,1,13369,224,تفاسير ممتنوعة للعهد القديم
21,1,13,أ,إشعياء,3,دراسات في الكتاب المقدس,الشماس الدكتور,إميل ماهر اسحق,,,,1994,1,13370,224,تفاسير ممتنوعة للعهد القديم
21,1,14,أ,تأملات في سفر يونان,,,البطريرك,البابا شنودة الثالث,,,,1980,2,13367,224,تفاسير ممتنوعة للعهد القديم
21,1,15,أ,حبقوق النبي,,,,,,,كنيسة الشهيدة دميانة بالهرم,,,13366,224,تفاسير ممتنوعة للعهد القديم
21,1,16,أ,دراسات في سفر يونان النبي,,,,خدام كنيسة الشهيد العظيم مارجرجس بالبدرشين,,,كنيسة الشهيد العظيم مارجرجس بالبدرشين,1965,1,13361,224,تفاسير ممتنوعة للعهد القديم
21,1,1,ب,قراءات يومية في سفر التكوين,,,,جول جرجس,,,مكتبة أسقفية الشباب,,,13354,222,تفاسير ممتنوعة للعهد القديم
21,1,2,ب,سفر الخروج,2,دراسات وتأملات عملية في الكتاب المقدس,القس,باخوم حبيب,,,كنيسة الأنبا أنطونيوس بشبرا,2000,1,13355,222,تفاسير ممتنوعة للعهد القديم
21,1,3,ب,دراسات في سفر يشوع,,,القس,سدراك ابراهيم,,,كنيسة الشهيد العظيم مارجرجس بالظاهر,,,13357,222,تفاسير ممتنوعة للعهد القديم
21,1,4,ب,دراسات في سفري القضاة و راعوث,,,,خدام كنيسة رئيس الملائكة ميخائيل بالظاهر,,,كنيسة رئيس الملائكة ميخائيل بالظاهر,,,1356,222,تفاسير ممتنوعة للعهد القديم
21,1,5,ب,دراسات في سفري القضاة و راعوث,,,,خدام كنيسة رئيس الملائكة ميخائيل بالظاهر,,,كنيسة رئيس الملائكة ميخائيل بالظاهر,,,1357,222,تفاسير ممتنوعة للعهد القديم
21,1,6,ب,دراسة في أسفار عزرا - نحميا - أستير,,,القس,مكسيموس وصفي,,,كنيسة السيدة العذراء بمحرم بك,2001,2,12288,222,تفاسير ممتنوعة للعهد القديم
21,1,7,ب,سفر أستير و العناية الالهية,,,الايبدياكون,فوزي مسعد,,,بيت الشمامسة بمصر القديمة,1986,,13356,222,تفاسير ممتنوعة للعهد القديم
21,1,8,ب,الكوكب المنير في تفسير المزامير ,,,القس,بطرس جرجس,,,,1939,1,4864,223,تفاسير ممتنوعة للعهد القديم
21,1,9,ب,محاضرات في سفر نشيد الأناشيد,,,القس,يوسف أسعد,,,كنيسة السيدة العذراء بالعمرانية,1982,2,1312,223,تفاسير ممتنوعة للعهد القديم
21,1,10,ب,محاضرات في سفر نشيد الأناشيد,,,القس,يوسف أسعد,,,كنيسة السيدة العذراء بالعمرانية,1982,2,13358,223,تفاسير ممتنوعة للعهد القديم
21,1,11,ب,أضواء على سفر النشيد,,,القمص,عبدالمسيح ثاؤفيلوس النخيلي,,,كنيسة الشهيد العظيم مارمرقس مصر الجديدة,,3,1309,223,تفاسير ممتنوعة للعهد القديم
21,1,12,ب,أضواء على سفر النشيد,,,القمص,عبدالمسيح ثاؤفيلوس النخيلي,,,كنيسة الشهيد العظيم مارمرقس مصر الجديدة,,3,12769,223,تفاسير ممتنوعة للعهد القديم
21,1,13,ب,تساؤلات الله في سفر حزقيال,,,أسقف,الأنبا إيساك,,,دير السيدة العذراء السريان,2002,1,13359,224,تفاسير ممتنوعة للعهد القديم
21,1,14,ب,تساؤلات الله في سفر حزقيال,,,أسقف,الأنبا إيساك,,,دير السيدة العذراء السريان,2002,1,13360,224,تفاسير ممتنوعة للعهد القديم
21,1,15,ب,يونان الهارب من الله قصة كل نفس,,,القس,يعقوب سليمان,,,كنيسة السيدة العذراء بإمبابه,,,13362,224,تفاسير ممتنوعة للعهد القديم
21,1,16,ب,إعادة البناء الإبداع في الأزمات دراسة في سفر حجي,,,الدكتور,مكرم نجيب,,,دار الثقافة,2003,1,13363,224,تفاسير ممتنوعة للعهد القديم
21,1,17,ب,دراسة كتاب في سفر دانيال,,,,أسرة مارمتى الرسول,,,أسقفية الشباب,,,16175,224,تفاسير ممتنوعة للعهد القديم
21,1,1,ج,تأملات هادئة في سفر التكوين,1,,القس,مرقس داود,,,كنيسة الشهيد العظيم مارمرقس بشبرا,,,13373,222,تفاسير ممتنوعة للعهد القديم
21,1,2,ج,تأملات هادئة في سفر التكوين,2,,القس,مرقس داود,,,كنيسة الشهيد العظيم مارمرقس بشبرا,,,13374,222,تفاسير ممتنوعة للعهد القديم
21,1,3,ج,تأملات هادئة في سفر التكوين,3,,القس,مرقس داود,,,كنيسة الشهيد العظيم مارمرقس بشبرا,,,13375,222,تفاسير ممتنوعة للعهد القديم
21,1,4,ج,تأملات هادئة في سفر التكوين,4,,القس,مرقس داود,,,كنيسة الشهيد العظيم مارمرقس بشبرا,,,13376,222,تفاسير ممتنوعة للعهد القديم
21,1,5,ج,ذبيحة الصليب من خلال سفر التكوين,,,الدكتور,راغب عبدالنور,,,مكتبة المحبة,,,13371,222,تفاسير ممتنوعة للعهد القديم
21,1,6,ج,سفر التكوين,1,إعرف كتابك,الشماس,فريد مسعد,,,كنيسة رئيس الملائكة ميخائيل والأنبا شنودة بشبرا,,,13372,222,تفاسير ممتنوعة للعهد القديم
21,1,7,ج,سفر الخروج,2,إعرف كتابك,الشماس,فريد مسعد,,,كنيسة رئيس الملائكة ميخائيل والأنبا شنودة بشبرا,,,13379,222,تفاسير ممتنوعة للعهد القديم
21,1,8,ج,تأملات هادئة في سفر عزرا,,,القس,مرقس داود,,,كنيسة الشهيد العظيم مارمرقس بشبرا,,,13380,222,تفاسير ممتنوعة للعهد القديم
21,1,9,ج,دراسة مبسطة في سفر نحميا,,,القمص,شاروبيم يعقوب,,,كنيسة رئيس الملائكة ميخائيل بالمنصورة,,,13381,222,تفاسير ممتنوعة للعهد القديم
21,1,10,ج,طوبى للرجل (المزمور الأول),,,القس,يؤانس كمال,,,كنيسة رئيس الملائكة ميخائيل بالجيزة,1991,1,13383,223,تفاسير ممتنوعة للعهد القديم
21,1,11,ج,المسيا الملك (المزمور الثاني),,,القس,يؤانس كمال,,,كنيسة رئيس الملائكة ميخائيل بالجيزة,1991,1,3347,223,تفاسير ممتنوعة للعهد القديم
21,1,12,ج,تفسير مزمور التوبة لكبار آباء الكنيسة القديسين,,,,يوسف حبيب,,,,,,1324,223,تفاسير ممتنوعة للعهد القديم
21,1,13,ج,اجذبني وراءك,,,القس,مينا زكي سليمان,,,كنيسة الأنبا شنودة رئيس المتوحدين بالقباري,,,12982,227,تفاسير ممتنوعة للعهد القديم
21,1,14,ج,الحب الروحي في نشيد الأناشيد,,,القمص,لوقا الأنطوني,,,,1996,1,4544,223,تفاسير ممتنوعة للعهد القديم
21,1,15,ج,تغريد على غصن النشيد,1,,الدكتور,راغب عبدالنور,,,كنيسة الشهيد العظيم مارجرجس مصرالجديدة,1988,1,13382,223,تفاسير ممتنوعة للعهد القديم
21,1,16,ج,سفر عوبديا,,,القس,يؤانس كمال,,,كنيسة رئيس الملائكة ميخائيل بالجيزة,1991,1,13377,224,تفاسير ممتنوعة للعهد القديم
21,1,17,ج,تأملات في سفر يونان النبي,,,البطريرك,البابا شنودة الثالث,,,لجنة أصدقاء الكلية الإكليركية,1971,1,5836,222,تفاسير ممتنوعة للعهد القديم
21,1,18,ج,تأملات في سفر يونان النبي,,,البطريرك,البابا شنودة الثالث,,,لجنة أصدقاء الكلية الإكليركية,1971,1,13378,224,تفاسير ممتنوعة للعهد القديم
21,1,19,ج,تفسير سفر حبقوق,,,القمص,بيشوي عبدالمسيح,,,مكتبة المحبة,,,9646,224,تفاسير ممتنوعة للعهد القديم
21,1,20,ج,حتى متى يارب؟ وحي الله الى حبقوق,,,,,,,دار الكتاب المقدس,,,9627,224,تفاسير ممتنوعة للعهد القديم
21,1,21,ج,سفر التكوين,1,دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,5,1293,222,تفاسير ممتنوعة للعهد القديم
21,1,22,ج,سفر الخروج,2,دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,1289,222,تفاسير ممتنوعة للعهد القديم
21,1,23,ج,سفر الخروج,2,دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,1291,222,تفاسير ممتنوعة للعهد القديم
21,1,24,ج,سفر الخروج أو رحلتنا الى كنعان,2,دراسات في الكتاب المقدس,القمص,بيشوي كامل,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,7895,222,تفاسير ممتنوعة للعهد القديم
21,1,25,ج,سفر الخروج أو رحلتنا الى كنعان,2,دراسات في الكتاب المقدس,القمص,بيشوي كامل,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,3402,222,تفاسير ممتنوعة للعهد القديم
21,1,26,ج,سفر اللاويين,3,دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,7893,222,تفاسير ممتنوعة للعهد القديم
21,1,27,ج,سفر اللاويين,3,دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,7901,222,تفاسير ممتنوعة للعهد القديم
21,1,28,ج,سفر العدد,4,دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,3,7900,222,تفاسير ممتنوعة للعهد القديم
21,1,29,ج,سفر العدد,4,دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,1292,222,تفاسير ممتنوعة للعهد القديم
21,1,30,ج,سفر التثنية,5,دراسات في الكتاب المقدس,القمص,بيشوي كامل,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,3,7891,222,تفاسير ممتنوعة للعهد القديم
21,1,31,ج,سفر التثنية,5,دراسات في الكتاب المقدس,القمص,بيشوي كامل,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,10152,222,تفاسير ممتنوعة للعهد القديم
21,1,32,ج,أسفار موسى الخمسة,"1,5",دراسات في الكتاب المقدس,القمص,بيشوي كامل,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,13426,222,تفاسير ممتنوعة للعهد القديم
21,1,33,ج,سفر يشوع,6,دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,2,7975,222,تفاسير ممتنوعة للعهد القديم
21,1,34,ج,القضاة وراعوث,"7,8",دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,13432,222,تفاسير ممتنوعة للعهد القديم
21,1,35,ج,سفر صموئيل الأول,9,دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,13431,222,تفاسير ممتنوعة للعهد القديم
21,1,36,ج,سفرا صموئيل الأول و صموئيل الثاني,"9,10",دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,2,13427,222,تفاسير ممتنوعة للعهد القديم
21,1,37,ج,سفرا ملوك الأول و ملوك الثاني,"11,14",دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,2,13428,222,تفاسير ممتنوعة للعهد القديم
21,1,38,ج,سفرا عزرا ونحميا,"15,16",دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,5838,222,تفاسير ممتنوعة للعهد القديم
21,1,39,ج,تأملات في المزامير لآباء الكنيسة القديسين (من 1 الى 10),1,دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,5832,223,تفاسير ممتنوعة للعهد القديم
21,1,40,ج,تأملات في المزامير لآباء الكنيسة القديسين (من 11 الى 20),2,دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,7881,223,تفاسير ممتنوعة للعهد القديم
21,1,41,ج,تأملات في المزامير لآباء الكنيسة القديسين (من 11 الى 20),2,دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,7974,223,تفاسير ممتنوعة للعهد القديم
21,1,42,ج,تأملات في المزامير لآباء الكنيسة القديسين (من 41 الى 50),5,دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,1325,223,تفاسير ممتنوعة للعهد القديم
21,1,43,ج,تأملات في المزامير لآباء الكنيسة القديسين (من 41 الى 50),5,دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,7973,223,تفاسير ممتنوعة للعهد القديم
21,1,44,ج,تأملات في سفر إشعياء (الجزء الأول من 1 الى 7),1,دراسات في الكتاب المقدس,القمص,لوقا سيداروس,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,7349,224,تفاسير ممتنوعة للعهد القديم
21,1,45,ج,تأملات في سفر إشعياء (الجزء الأول من 1 الى 7),1,دراسات في الكتاب المقدس,القمص,لوقا سيداروس,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,7350,224,تفاسير ممتنوعة للعهد القديم
21,1,46,ج,تأملات في سفر إشعياء (الجزء الثاني من 8 الى 14),2,دراسات في الكتاب المقدس,القمص,لوقا سيداروس,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,7352,224,تفاسير ممتنوعة للعهد القديم
21,1,47,ج,تأملات في سفر إشعياء (الجزء الثاني من 8 الى 14),2,دراسات في الكتاب المقدس,القمص,لوقا سيداروس,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,7353,224,تفاسير ممتنوعة للعهد القديم
21,1,48,ج,تأملات في سفر إشعياء (الجزء الثالث من 15 الى 21),3,دراسات في الكتاب المقدس,القمص,لوقا سيداروس,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,7354,224,تفاسير ممتنوعة للعهد القديم
21,1,49,ج,تأملات في سفر إشعياء (الجزء الثالث من 15 الى 21),3,دراسات في الكتاب المقدس,القمص,لوقا سيداروس,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,13429,224,تفاسير ممتنوعة للعهد القديم
21,1,50,ج,تأملات في سفر إشعياء (الجزء الرابع من 22 الى 28),4,دراسات في الكتاب المقدس,القمص,لوقا سيداروس,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,7357,224,تفاسير ممتنوعة للعهد القديم
21,1,51,ج,تأملات في سفر إشعياء (الجزء الرابع من 22 الى 28),4,دراسات في الكتاب المقدس,القمص,لوقا سيداروس,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,7842,224,تفاسير ممتنوعة للعهد القديم
21,1,52,ج,سفر أرميا,24,دراسات في الكتاب المقدس,,,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,,,13430,224,تفاسير ممتنوعة للعهد القديم
22,1,1,أ,رجاء الأنسانية الوحيد إنجيل متى,,,,,,,دار الكتاب المقدس,,,13385,226,تفاسير ممتنوعة للعهد الجديد
22,1,2,أ,كلمة الحق والحياة إنجيل مرقس,,,,,,,دار الكتاب المقدس,,,13386,226,تفاسير ممتنوعة للعهد الجديد
22,1,3,أ,الأخبار السارة إنجيل لوقا,,,,,,,دار الكتاب المقدس,,,13387,226,تفاسير ممتنوعة للعهد الجديد
22,1,4,أ,النور المشرق من العلاء إنجيل يوحنا,,,,,,,دار الكتاب المقدس,,,13384,226,تفاسير ممتنوعة للعهد الجديد
22,1,5,أ,دراسة موسعة في إنجيل لوقا,,,القس,بيشوي فؤاد,,,كنيسة السيدة العذراء بالعصافرة,,,7445,220,تفاسير ممتنوعة للعهد الجديد
22,1,6,أ,الأناجيل والأعمال,,مدخل الى الانجيل,أسقف,الأنبا موسى,,,مكتبة أسقفية الشباب,2010,5,13388,226,تفاسير ممتنوعة للعهد الجديد
22,1,7,أ,الأناجيل والأعمال,,مدخل الى الانجيل,أسقف,الأنبا موسى,,,مكتبة أسقفية الشباب,,,13389,226,تفاسير ممتنوعة للعهد الجديد
22,1,8,أ,رسالة رومية,,مدخل الى الانجيل,أسقف,الأنبا موسى,,,مكتبة أسقفية الشباب,1999,4,6439,227,تفاسير ممتنوعة للعهد الجديد
22,1,9,أ,رسالة رومية,,مدخل الى الانجيل,أسقف,الأنبا موسى,,,مكتبة أسقفية الشباب,,,8849,227,تفاسير ممتنوعة للعهد الجديد
22,1,10,أ,رسائل الكاثوليكون,,مدخل الى الانجيل,أسقف,الأنبا موسى,,,مكتبة أسقفية الشباب,,,13390,227,تفاسير ممتنوعة للعهد الجديد
22,1,11,أ,رسائل الكاثوليكون,,مدخل الى الانجيل,أسقف,الأنبا موسى,,,مكتبة أسقفية الشباب,1989,2,13391,227,تفاسير ممتنوعة للعهد الجديد
22,1,12,أ,رؤيا يوحنا اللآهوتي,,مدخل الى الانجيل,أسقف,الأنبا موسى,,,مكتبة أسقفية الشباب,1993,3,1165,228,تفاسير ممتنوعة للعهد الجديد
22,1,13,أ,رؤيا أرثوذكسية لسفر رؤيا يوحنا اللآهوتي,,,,مجموعة مؤلفين,,,مكتبة المحبة,2006,1,11384,228,تفاسير ممتنوعة للعهد الجديد
22,1,14,أ,كيف أفهم سفر الرؤيا؟,,,القس,يعقوب سليمان,,,كنيسة السيدة العذراء بإمبابه,1994,1,1170,228,تفاسير ممتنوعة للعهد الجديد
22,1,15,أ,الفداء في إنجيل لوقا,,,القس,أنسطاسي شفيق,,,كنيسة الشهيد العظيم مارجرجس بالشاطبي,,,13393,226,تفاسير ممتنوعة للعهد الجديد
22,1,16,أ,اللآهوت في إنجيل يوحنا,,,القس,أنسطاسي شفيق,,,كنيسة الشهيد العظيم مارجرجس بالشاطبي,,,13394,226,تفاسير ممتنوعة للعهد الجديد
22,1,17,أ,أعمال الرسل سفر ثمار الروح القدس,,,القس,أنسطاسي شفيق,,,كنيسة الشهيد العظيم مارجرجس بالشاطبي,,,13395,226,تفاسير ممتنوعة للعهد الجديد
22,1,18,أ,تفسير الأناجيل (كتاب ناقص),,,,,,,,,,12069,225,تفاسير ممتنوعة للعهد الجديد
22,1,19,أ,تفسير رسائل العهد الجديد (كتاب ناقص),,,,,,,,,,12073,225,تفاسير ممتنوعة للعهد الجديد
22,1,20,أ,تفسير رسالة القديس بطرس الرسول الأولى,,,القس,بنيامين مرجان,,,كنيسة الشهيد العظيم مارمرقس الرسول بالجيزة,2002,1,7555,227,تفاسير ممتنوعة للعهد الجديد
22,1,21,أ,أضواء روحانية دراسة وتأملات في سفر الرؤيا,,,القس,داود داود سليمان,,,كنيسة الشهيد العظيم مارجرجس والأنبا ابرام بهليوبوليس,2001,1,13392,228,تفاسير ممتنوعة للعهد الجديد
22,1,22,أ,سفر الرؤيا رحلة سماوية,,,القمص,بيشوي وديع,,,كنيسة الشهيد العظيم مارجرجس بطنطا,1998,2,13398,228,تفاسير ممتنوعة للعهد الجديد
23,1,1,ب,شرح بشارة القديس متى وأسئلة على فصولها,,,,,,,مدارس الأحد القبطية الأرثوذكسية بالجيزة,,,13399,226,تفاسير ممتنوعة للعهد الجديد
23,1,2,ب,الإنجيل للقديس متى,,,,,,,دار المعارف,,,5308,226,تفاسير ممتنوعة للعهد الجديد
23,1,3,ب,انجيل متى (ترجمة وتعليق لجنة اعتمدها البابا كيرلس السادس),,دراسات في الكتاب المقدس,أسقف,الأنبا أثناسيوس,,,مطرانية بني سويف,,,13400,226,تفاسير ممتنوعة للعهد الجديد
23,1,4,ب,دراسة في إنجيل مرقس,,,,,,,مركز الدراسات الكتابية بالمراسلة,,,13409,226,تفاسير ممتنوعة للعهد الجديد
23,1,5,ب,مدخل لدراسة إنجيل يوحنا,,,,خدام كنيسة الشهيد العظيم مارمرقس الرسول بالجيزة,,,كنيسة الشهيد العظيم مارمرقس الرسول بالجيزة,,,13401,226,تفاسير ممتنوعة للعهد الجديد
23,1,6,ب,انجيل يوحنا,,دراسات في الكتاب المقدس,أسقف,الأنبا أثناسيوس,,,مطرانية بني سويف,,,13410,226,تفاسير ممتنوعة للعهد الجديد
23,1,7,ب,تأملات وتعليقات على سفر أعمال الرسل,,,أسقف,الأنبا غريغوريوس,,,جمعية الأنبا غريغوريوس,,,13403,226,تفاسير ممتنوعة للعهد الجديد
23,1,8,ب,دراسات في سفر أعمال الرسل,,,,,,,,,,13397,226,تفاسير ممتنوعة للعهد الجديد
23,1,9,ب,أعمال الرسل,,دراسات في الكتاب المقدس,أسقف,الأنبا أثناسيوس,,,مطرانية بني سويف,,,1181,227,تفاسير ممتنوعة للعهد الجديد
23,1,10,ب,تأملات في سفر أعمال الرسل,,,أسقف,الأنبا يوأنس,,,,1994,2,2268,227,تفاسير ممتنوعة للعهد الجديد
23,1,11,ب,التفسير اليسير لرسائل بولس الرسول حسب التعليم الأرثوذكسي,,,القمص,لوقا اسكندر,,,,,,13396,227,تفاسير ممتنوعة للعهد الجديد
23,1,12,ب,اما البار فبالإيمان يحيا دراسة في رسالة القديس بولس الرسول الى أهل رومية,1,,القس,سلوانس آفا مينا,,,اس.بي-سنتر,1992,1,13406,227,تفاسير ممتنوعة للعهد الجديد
23,1,13,ب,تفسير الكتاب المقدس رسالة رومية,,,القس,مرقس داود,,,,,,13408,227,تفاسير ممتنوعة للعهد الجديد
23,1,14,ب,تفسير الرسالة الأولى الى أهل كورنثوس,,فهمني فأحيا,القمص,أنطونيوس البرموسي,,,دير السيدة العذراء البرموس,1992,1,1226,227,تفاسير ممتنوعة للعهد الجديد
23,1,15,ب,تفسير رسائل بولس الرسول الى فيلبي و كولوسي,,فهمني فأحيا,,أحد الآباء الرهبان,,,دير السيدة العذراء البرموس,1990,1,13407,227,تفاسير ممتنوعة للعهد الجديد
23,1,16,ب,تأملات وتعليقات على رسالة القديس بولس الرسول الأولى الى تيموثيئوس,2,المباحث المتصلة بالكتاب المقدس,أسقف,الأنبا غريغوريوس,,,أسقفية الدراسات العليا اللاهوتية,1984,,3949,227,تفاسير ممتنوعة للعهد الجديد
23,1,17,ب,تأملات وتعليقات على رسالة القديس بولس الرسول الثانية الى تيموثيئوس,3,المباحث المتصلة بالكتاب المقدس,أسقف,الأنبا غريغوريوس,,,أسقفية الدراسات العليا اللاهوتية,1985,,1985,227,تفاسير ممتنوعة للعهد الجديد
23,1,18,ب,دراسات و تأملات روحية في رسالة القديس بولس الرسول الى فليمون,,,الأرشيدياكون,ميخائيل مكسى إسكندر,,,كنيسة القديسة دميانة بالهرم,,,13629,227,تفاسير ممتنوعة للعهد الجديد
23,1,19,ب,تأملات في سفر الرؤيا,,,أسقف,الأنبا إيساك,,,كنيسة الشهيد العظيم مارجرجس سبورتنج,2012,1,13402,228,تفاسير ممتنوعة للعهد الجديد
23,1,20,ب,رسائل الى الكنائس السبع,,,القمص,صموئيل تاوضروس السرياني,,,مكتبة الكاروز,,,13404,228,تفاسير ممتنوعة للعهد الجديد
23,1,21,ب,سماء جديدة و أرض جديدة يسكن فيها البر,,,,خدام كنيسة القديس أنبا مقار بإمبابة,,,كنيسة القديس أنبا مقار بإمبابة,1996,1,4687,228,تفاسير ممتنوعة للعهد الجديد
23,1,22,ب,وضوح الرؤيا السماوية,,,القمص,عبدالمسيح ثاؤفيلوس النخيلي,,,كيسة مارمرقس مصر الجديدة,1988,4,13405,228,تفاسير ممتنوعة للعهد الجديد
23,1,1,ج,بشارة القديس متى ج1,1,دراسات في العهد الجديد,,,,,كنيسة الشهيد العظيم مارمينا فلمنج رمل,,,13411,226,تفاسير ممتنوعة للعهد الجديد
23,1,2,ج,بشارة القديس متى ج3,3,دراسات في العهد الجديد,,,,,كنيسة الشهيد العظيم مارمينا فلمنج رمل,,,13412,226,تفاسير ممتنوعة للعهد الجديد
23,1,3,ج,تأملات وثلاثيات وتساؤلات في مثل العذارى الحكيمات والجاهلات,3,كتابنا المقدس لذيذ وممتع,ايبذياكون,أرمانيوس زاهي,,,كنيسة الشهيد العظيم مارمرقس الرسول بالجيزة,,,13413,226,تفاسير ممتنوعة للعهد الجديد
23,1,4,ج,دراسة وتأملات في إنجيل يوحنا ج2,2,,أسقف,الأنبا بيمن,,,مطرانية ملوى,,,8182,226,تفاسير ممتنوعة للعهد الجديد
23,1,5,ج,سفر أعمال الرسل,,دراسات في الكتاب المقدس,,,,,كنيسة السيدة العذراء بروض الفرج,,,5831,226,تفاسير ممتنوعة للعهد الجديد
23,1,6,ج,الكنيسة الأولى سفر أعمال الرسل,,,القمص,روفائيل يونان نخلة,,,مكتبة المحبة,,,13418,226,تفاسير ممتنوعة للعهد الجديد
23,1,7,ج,تفسير الانجيل بحسب ما كتبه القديس مارمتى البشير,1,التفسير الكتابي الشامل,الأرشيدياكون,ميخائيل مكسى إسكندر,,,مكتبة المحبة,,,13414,226,تفاسير ممتنوعة للعهد الجديد
23,1,8,ج,تفسير الانجيل بحسب ما كتبه القديس مارمرقس البشير,2,التفسير الكتابي الشامل,الأرشيدياكون,ميخائيل مكسى إسكندر,,,مكتبة المحبة,,,13415,226,تفاسير ممتنوعة للعهد الجديد
23,1,9,ج,تفسير الانجيل بحسب ما كتبه القديس مارلوقا البشير,3,التفسير الكتابي الشامل,الأرشيدياكون,ميخائيل مكسى إسكندر,,,مكتبة المحبة,,,13416,226,تفاسير ممتنوعة للعهد الجديد
23,1,10,ج,تفسير الانجيل بحسب ما كتبه القديس ماريوحنا البشير,4,التفسير الكتابي الشامل,الأرشيدياكون,ميخائيل مكسى إسكندر,,,مكتبة المحبة,,,13417,226,تفاسير ممتنوعة للعهد الجديد
23,1,11,ج,تفسير رسالة القديس بولس الرسول الأولى الى كنيسة كورنثوس,6,التفسير الكتابي الشامل,الأرشيدياكون,ميخائيل مكسى إسكندر,,,مكتبة المحبة,,,6561,227,تفاسير ممتنوعة للعهد الجديد
23,1,12,ج,تفسير رسالة القديس بولس الرسول الثانية الى كنيسة كورنثوس,7,التفسير الكتابي الشامل,الأرشيدياكون,ميخائيل مكسى إسكندر,,,مكتبة المحبة,,,6560,227,تفاسير ممتنوعة للعهد الجديد
